name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Beutenbergiaceae	125316	F	2097	397	2494	0.00003
Dermacoccaceae	145357	F	1424	164	1588	0.00002
Jonesiaceae	85022	F	532	47	579	0.00001
Kytococcaceae	2805426	F	508	92	600	0.00001
Dermatophilaceae	85018	F	467	11	478	0.00001
Tropherymataceae	2805591	F	19	0	19	0.00000
Nocardiaceae	85025	F	285776	15734	301510	0.00422
Mycobacteriaceae	1762	F	121189	2198	123387	0.00173
Corynebacteriaceae	1653	F	38779	6907	45686	0.00064
Gordoniaceae	85026	F	5682	302	5984	0.00008
Dietziaceae	85029	F	4958	510	5468	0.00008
Tsukamurellaceae	85028	F	493	424	917	0.00001
Hoyosellaceae	3040680	F	38	0	38	0.00000
Segniliparaceae	316606	F	20	0	20	0.00000
Lawsonellaceae	2805586	F	14	0	14	0.00000
Streptomycetaceae	2062	F	111451	5375	116826	0.00164
Carbonactinosporaceae	2864377	F	119	7	126	0.00000
Nocardioidaceae	85015	F	15448	1217	16665	0.00023
